0, -2.99839, 116.995, 0, 0, 0, 0
0.001, -2.99839, 116.995, -0.294486, 0.324694, -294.486, 324.694
0.002, -2.99868, 116.995, -0.588973, 0.649387, -294.487, 324.693
0.003, -2.99927, 116.996, -0.883462, 0.974079, -294.489, 324.691
0.004, -3.00016, 116.997, -1.17796, 1.29877, -294.493, 324.688
0.005, -3.00134, 116.998, -1.47245, 1.62345, -294.499, 324.684
0.006, -3.00281, 117, -1.76696, 1.94813, -294.506, 324.679
0.007, -3.00457, 117.002, -2.06147, 2.2728, -294.515, 324.673
0.008, -3.00664, 117.004, -2.356, 2.59747, -294.525, 324.665
0.009, -3.00899, 117.006, -2.65054, 2.92213, -294.537, 324.657
0.01, -3.01164, 117.009, -2.94509, 3.24677, -294.55, 324.647
0.011, -3.01459, 117.013, -3.23965, 3.57141, -294.565, 324.636
0.012, -3.01783, 117.016, -3.53423, 3.89603, -294.581, 324.625
0.013, -3.02136, 117.02, -3.82883, 4.22065, -294.599, 324.612
0.014, -3.02519, 117.024, -4.12345, 4.54524, -294.618, 324.597
0.015, -3.02931, 117.029, -4.41809, 4.86983, -294.639, 324.582
0.016, -3.03373, 117.034, -4.71275, 5.19439, -294.661, 324.566
0.017, -3.03845, 117.039, -5.00743, 5.51894, -294.685, 324.549
0.018, -3.04345, 117.044, -5.30214, 5.84347, -294.711, 324.53
0.019, -3.04876, 117.05, -5.59688, 6.16798, -294.738, 324.51
0.02, -3.05435, 117.056, -5.89165, 6.49247, -294.767, 324.49
0.021, -3.06024, 117.063, -6.18645, 6.81694, -294.797, 324.468
0.022, -3.06643, 117.07, -6.48127, 7.14138, -294.828, 324.445
0.023, -3.07291, 117.077, -6.77614, 7.4658, -294.862, 324.421
0.024, -3.07969, 117.084, -7.07103, 7.7902, -294.897, 324.396
0.025, -3.08676, 117.092, -7.36597, 8.11457, -294.933, 324.37
0.026, -3.09413, 117.1, -7.66094, 8.43891, -294.971, 324.342
0.027, -3.10179, 117.109, -7.95595, 8.76323, -295.01, 324.314
0.028, -3.10974, 117.117, -8.251, 9.08751, -295.052, 324.285
0.029, -3.118, 117.126, -8.54609, 9.41177, -295.094, 324.254
0.03, -3.12654, 117.136, -8.84123, 9.73599, -295.139, 324.223
0.031, -3.13538, 117.146, -9.13642, 10.0602, -295.185, 324.19
0.032, -3.14452, 117.156, -9.43165, 10.3843, -295.232, 324.156
0.033, -3.15395, 117.166, -9.72693, 10.7085, -295.281, 324.122
0.034, -3.16368, 117.177, -10.0223, 11.0325, -295.332, 324.086
0.035, -3.1737, 117.188, -10.3176, 11.3566, -295.384, 324.049
0.036, -3.18402, 117.199, -10.6131, 11.6806, -295.438, 324.011
0.037, -3.19463, 117.211, -10.9086, 12.0046, -295.494, 323.972
0.038, -3.20554, 117.223, -11.2041, 12.3285, -295.551, 323.932
0.039, -3.21675, 117.235, -11.4997, 12.6524, -295.609, 323.891
0.04, -3.22825, 117.248, -11.7954, 12.9762, -295.67, 323.849
0.041, -3.24005, 117.261, -12.0911, 13.3001, -295.732, 323.806
0.042, -3.25214, 117.274, -12.3869, 13.6238, -295.796, 323.762
0.043, -3.26452, 117.288, -12.6828, 13.9475, -295.861, 323.716
0.044, -3.27721, 117.302, -12.9787, 14.2712, -295.928, 323.67
0.045, -3.29019, 117.316, -13.2747, 14.5948, -295.997, 323.623
0.046, -3.30346, 117.331, -13.5708, 14.9184, -296.067, 323.575
0.047, -3.31704, 117.345, -13.8669, 15.2419, -296.139, 323.526
0.048, -3.3309, 117.361, -14.1631, 15.5654, -296.213, 323.476
0.049, -3.34507, 117.376, -14.4594, 15.8888, -296.289, 323.424
0.05, -3.35953, 117.392, -14.7558, 16.2122, -296.366, 323.372
0.051, -3.37428, 117.408, -15.0522, 16.5355, -296.445, 323.319
0.052, -3.38934, 117.425, -15.3488, 16.8588, -296.525, 323.265
0.053, -3.40469, 117.442, -15.6454, 17.182, -296.608, 323.21
0.054, -3.42033, 117.459, -15.9421, 17.5051, -296.692, 323.154
0.055, -3.43628, 117.476, -16.2388, 17.8282, -296.778, 323.097
0.056, -3.45252, 117.494, -16.5357, 18.1513, -296.865, 323.039
0.057, -3.46906, 117.512, -16.8327, 18.4743, -296.954, 322.98
0.058, -3.48589, 117.531, -17.1297, 18.7972, -297.046, 322.92
0.059, -3.50302, 117.55, -17.4268, 19.12, -297.138, 322.859
0.06, -3.52045, 117.569, -17.7241, 19.4428, -297.233, 322.797
0.061, -3.53817, 117.588, -18.0214, 19.7656, -297.33, 322.735
0.062, -3.5562, 117.608, -18.3188, 20.0882, -297.428, 322.671
0.063, -3.57452, 117.628, -18.6164, 20.4108, -297.528, 322.607
0.064, -3.59314, 117.649, -18.914, 20.7334, -297.63, 322.541
0.065, -3.61205, 117.669, -19.2117, 21.0559, -297.734, 322.475
0.066, -3.63127, 117.69, -19.5096, 21.3783, -297.839, 322.408
0.067, -3.65078, 117.712, -19.8075, 21.7006, -297.947, 322.34
0.068, -3.67059, 117.733, -20.1056, 22.0229, -298.056, 322.271
0.069, -3.69069, 117.755, -20.4037, 22.3451, -298.168, 322.201
0.07, -3.7111, 117.778, -20.702, 22.6672, -298.281, 322.131
0.071, -3.7318, 117.8, -21.0004, 22.9893, -298.396, 322.059
0.072, -3.75281, 117.823, -21.2989, 23.3113, -298.513, 321.987
0.073, -3.77411, 117.847, -21.5976, 23.6332, -298.632, 321.914
0.074, -3.79571, 117.87, -21.8963, 23.955, -298.752, 321.84
0.075, -3.81761, 117.894, -22.1952, 24.2768, -298.875, 321.765
0.076, -3.8398, 117.919, -22.4942, 24.5985, -299, 321.689
0.077, -3.8623, 117.943, -22.7933, 24.9201, -299.127, 321.613
0.078, -3.8851, 117.968, -23.0926, 25.2416, -299.255, 321.536
0.079, -3.90819, 117.993, -23.392, 25.5631, -299.386, 321.458
0.08, -3.93159, 118.019, -23.6915, 25.8845, -299.519, 321.379
0.081, -3.95528, 118.045, -23.9911, 26.2058, -299.653, 321.299
0.082, -3.97927, 118.071, -24.2909, 26.527, -299.79, 321.219
0.083, -4.00357, 118.098, -24.5908, 26.8481, -299.929, 321.138
0.084, -4.02816, 118.124, -24.8909, 27.1692, -300.07, 321.056
0.085, -4.05306, 118.152, -25.1911, 27.4901, -300.213, 320.974
0.086, -4.07825, 118.179, -25.4915, 27.811, -300.358, 320.891
0.087, -4.10375, 118.207, -25.792, 28.1318, -300.505, 320.807
0.088, -4.12954, 118.235, -26.0926, 28.4526, -300.654, 320.722
0.089, -4.15564, 118.263, -26.3935, 28.7732, -300.805, 320.637
0.09, -4.18203, 118.292, -26.6944, 29.0937, -300.959, 320.551
0.091, -4.20873, 118.321, -26.9955, 29.4142, -301.115, 320.464
0.092, -4.23573, 118.351, -27.2968, 29.7346, -301.272, 320.377
0.093, -4.26303, 118.38, -27.5982, 30.0549, -301.432, 320.289
0.094, -4.29063, 118.411, -27.8998, 30.3751, -301.595, 320.2
0.095, -4.31854, 118.441, -28.2016, 30.6952, -301.759, 320.111
0.096, -4.34674, 118.472, -28.5035, 31.0152, -301.926, 320.021
0.097, -4.37525, 118.503, -28.8056, 31.3351, -302.095, 319.93
0.098, -4.40406, 118.534, -29.1079, 31.655, -302.266, 319.839
0.099, -4.43317, 118.566, -29.4103, 31.9747, -302.439, 319.747
0.1, -4.46259, 118.598, -29.7129, 32.2944, -302.615, 319.655
0.101, -4.4923, 118.63, -30.0157, 32.6139, -302.793, 319.562
0.102, -4.52232, 118.662, -30.3187, 32.9334, -302.974, 319.469
0.103, -4.55265, 118.695, -30.6218, 33.2528, -303.157, 319.375
0.104, -4.58327, 118.729, -30.9252, 33.5721, -303.342, 319.28
0.105, -4.6142, 118.762, -31.2287, 33.8912, -303.529, 319.185
0.106, -4.64544, 118.796, -31.5324, 34.2103, -303.719, 319.09
0.107, -4.67697, 118.83, -31.8363, 34.5293, -303.911, 318.994
0.108, -4.70882, 118.865, -32.1405, 34.8482, -304.106, 318.897
0.109, -4.74096, 118.9, -32.4448, 35.167, -304.303, 318.8
0.11, -4.77341, 118.935, -32.7493, 35.4857, -304.503, 318.703
0.111, -4.80617, 118.97, -33.054, 35.8043, -304.705, 318.605
0.112, -4.83923, 119.006, -33.3589, 36.1228, -304.91, 318.506
0.113, -4.87259, 119.042, -33.664, 36.4413, -305.117, 318.408
0.114, -4.90626, 119.079, -33.9693, 36.7596, -305.327, 318.308
0.115, -4.94024, 119.115, -34.2749, 37.0778, -305.539, 318.209
0.116, -4.97452, 119.153, -34.5806, 37.3959, -305.754, 318.109
0.117, -5.0091, 119.19, -34.8866, 37.7139, -305.971, 318.008
0.118, -5.044, 119.228, -35.1928, 38.0318, -306.191, 317.908
0.119, -5.07919, 119.266, -35.4992, 38.3496, -306.414, 317.807
0.12, -5.1147, 119.304, -35.8058, 38.6673, -306.639, 317.705
0.121, -5.15051, 119.343, -36.1127, 38.9849, -306.867, 317.603
0.122, -5.18663, 119.382, -36.4198, 39.3024, -307.098, 317.501
0.123, -5.22306, 119.421, -36.7271, 39.6198, -307.332, 317.399
0.124, -5.25979, 119.461, -37.0347, 39.9371, -307.568, 317.296
0.125, -5.29683, 119.501, -37.3425, 40.2543, -307.807, 317.193
0.126, -5.33418, 119.541, -37.6505, 40.5714, -308.049, 317.09
0.127, -5.37184, 119.581, -37.9588, 40.8884, -308.293, 316.987
0.128, -5.40981, 119.622, -38.2674, 41.2053, -308.54, 316.883
0.129, -5.44808, 119.663, -38.5762, 41.522, -308.791, 316.779
0.13, -5.48667, 119.705, -38.8852, 41.8387, -309.044, 316.675
0.131, -5.52556, 119.747, -39.1945, 42.1553, -309.3, 316.571
0.132, -5.56476, 119.789, -39.5041, 42.4718, -309.559, 316.466
0.133, -5.60427, 119.831, -39.8139, 42.7881, -309.82, 316.362
0.134, -5.6441, 119.874, -40.124, 43.1044, -310.085, 316.257
0.135, -5.68423, 119.917, -40.4343, 43.4205, -310.353, 316.152
0.136, -5.72467, 119.961, -40.745, 43.7366, -310.623, 316.047
0.137, -5.76543, 120.005, -41.0559, 44.0525, -310.897, 315.942
0.138, -5.80649, 120.049, -41.367, 44.3683, -311.174, 315.837
0.139, -5.84787, 120.093, -41.6785, 44.6841, -311.454, 315.732
0.14, -5.88955, 120.138, -41.9902, 44.9997, -311.737, 315.626
0.141, -5.93155, 120.183, -42.3022, 45.3152, -312.023, 315.521
0.142, -5.97386, 120.228, -42.6146, 45.6306, -312.312, 315.416
0.143, -6.01649, 120.274, -42.9272, 45.946, -312.605, 315.31
0.144, -6.05943, 120.319, -43.2401, 46.2612, -312.9, 315.205
0.145, -6.10268, 120.366, -43.5533, 46.5763, -313.199, 315.1
0.146, -6.14624, 120.412, -43.8668, 46.8913, -313.501, 314.995
0.147, -6.19012, 120.459, -44.1806, 47.2061, -313.806, 314.889
0.148, -6.23431, 120.506, -44.4947, 47.5209, -314.115, 314.784
0.149, -6.27881, 120.554, -44.8091, 47.8356, -314.427, 314.679
0.15, -6.32363, 120.602, -45.1238, 48.1502, -314.742, 314.574
0.151, -6.36877, 120.65, -45.4389, 48.4647, -315.061, 314.47
0.152, -6.41422, 120.698, -45.7543, 48.779, -315.383, 314.365
0.153, -6.45998, 120.747, -46.07, 49.0933, -315.708, 314.26
0.154, -6.50606, 120.796, -46.386, 49.4074, -316.037, 314.156
0.155, -6.55246, 120.846, -46.7024, 49.7215, -316.369, 314.052
0.156, -6.59918, 120.895, -47.0191, 50.0354, -316.705, 313.948
0.157, -6.64621, 120.945, -47.3362, 50.3493, -317.045, 313.844
0.158, -6.69355, 120.996, -47.6535, 50.663, -317.388, 313.741
0.159, -6.74122, 121.046, -47.9713, 50.9767, -317.734, 313.638
0.16, -6.7892, 121.097, -48.2894, 51.2902, -318.084, 313.535
0.161, -6.83751, 121.149, -48.6078, 51.6036, -318.438, 313.432
0.162, -6.88613, 121.2, -48.9266, 51.917, -318.796, 313.33
0.163, -6.93507, 121.252, -49.2458, 52.2302, -319.157, 313.228
0.164, -6.98433, 121.304, -49.5653, 52.5433, -319.522, 313.127
0.165, -7.0339, 121.357, -49.8852, 52.8563, -319.89, 313.026
0.166, -7.0838, 121.41, -50.2054, 53.1693, -320.263, 312.925
0.167, -7.13402, 121.463, -50.5261, 53.4821, -320.639, 312.825
0.168, -7.18456, 121.516, -50.8471, 53.7948, -321.019, 312.725
0.169, -7.23542, 121.57, -51.1685, 54.1074, -321.403, 312.625
0.17, -7.28661, 121.624, -51.4903, 54.42, -321.791, 312.526
0.171, -7.33811, 121.679, -51.8125, 54.7324, -322.183, 312.428
0.172, -7.38994, 121.734, -52.135, 55.0447, -322.579, 312.33
0.173, -7.44209, 121.789, -52.458, 55.357, -322.979, 312.232
0.174, -7.49456, 121.844, -52.7814, 55.6691, -323.382, 312.136
0.175, -7.54736, 121.9, -53.1052, 55.9811, -323.79, 312.039
