0, -18.8984, 115.995, 0, -0, 0, -0
0.001, -18.8983, 115.995, 0.241038, -0.235135, 241.038, -235.135
0.002, -18.8979, 115.994, 0.482074, -0.47027, 241.036, -235.136
0.003, -18.8973, 115.994, 0.723107, -0.705408, 241.033, -235.137
0.004, -18.8965, 115.993, 0.964136, -0.940548, 241.029, -235.14
0.005, -18.8954, 115.992, 1.20516, -1.17569, 241.023, -235.144
0.006, -18.8941, 115.99, 1.44617, -1.41084, 241.015, -235.148
0.007, -18.8925, 115.989, 1.68718, -1.64599, 241.007, -235.153
0.008, -18.8907, 115.987, 1.92818, -1.88115, 240.996, -235.159
0.009, -18.8887, 115.985, 2.16916, -2.11632, 240.984, -235.166
0.01, -18.8864, 115.983, 2.41013, -2.35149, 240.971, -235.174
0.011, -18.8838, 115.98, 2.65109, -2.58667, 240.956, -235.183
0.012, -18.8811, 115.978, 2.89203, -2.82187, 240.94, -235.192
0.013, -18.8781, 115.975, 3.13295, -3.05707, 240.922, -235.203
0.014, -18.8748, 115.972, 3.37385, -3.29228, 240.903, -235.214
0.015, -18.8713, 115.968, 3.61474, -3.52751, 240.882, -235.226
0.016, -18.8676, 115.965, 3.8556, -3.76275, 240.86, -235.239
0.017, -18.8636, 115.961, 4.09643, -3.998, 240.837, -235.253
0.018, -18.8594, 115.957, 4.33724, -4.23327, 240.812, -235.268
0.019, -18.8549, 115.952, 4.57803, -4.46856, 240.785, -235.284
0.02, -18.8502, 115.948, 4.81879, -4.70386, 240.757, -235.301
0.021, -18.8453, 115.943, 5.05951, -4.93917, 240.727, -235.318
0.022, -18.8401, 115.938, 5.30021, -5.17451, 240.697, -235.336
0.023, -18.8347, 115.932, 5.54087, -5.40987, 240.664, -235.356
0.024, -18.829, 115.927, 5.7815, -5.64524, 240.63, -235.376
0.025, -18.8231, 115.921, 6.0221, -5.88064, 240.595, -235.397
0.026, -18.817, 115.915, 6.26266, -6.11606, 240.558, -235.419
0.027, -18.8106, 115.909, 6.50318, -6.3515, 240.52, -235.441
0.028, -18.804, 115.902, 6.74366, -6.58696, 240.481, -235.465
0.029, -18.7971, 115.896, 6.9841, -6.82245, 240.439, -235.489
0.03, -18.79, 115.889, 7.22449, -7.05797, 240.397, -235.515
0.031, -18.7827, 115.882, 7.46485, -7.29351, 240.353, -235.541
0.032, -18.7751, 115.874, 7.70516, -7.52908, 240.308, -235.568
0.033, -18.7673, 115.867, 7.94542, -7.76467, 240.261, -235.596
0.034, -18.7592, 115.859, 8.18563, -8.0003, 240.213, -235.625
0.035, -18.7509, 115.851, 8.42579, -8.23595, 240.163, -235.655
0.036, -18.7423, 115.842, 8.6659, -8.47164, 240.112, -235.686
0.037, -18.7336, 115.834, 8.90596, -8.70736, 240.059, -235.718
0.038, -18.7245, 115.825, 9.14597, -8.94311, 240.005, -235.75
