0, 52.4005, 9.99469, -0, 0, -0, 0
0.001, 52.3999, 9.99577, -1.24586, 2.16671, -1245.86, 2166.71
0.002, 52.398, 9.99902, -2.4909, 4.33202, -1245.04, 2165.31
0.003, 52.3949, 10.0044, -3.73428, 6.49452, -1243.38, 2162.5
0.004, 52.3905, 10.012, -4.97519, 8.65282, -1240.91, 2158.3
0.005, 52.3849, 10.0217, -6.21282, 10.8056, -1237.62, 2152.73
0.006, 52.3781, 10.0336, -7.44635, 12.9514, -1233.54, 2145.8
0.007, 52.37, 10.0476, -8.67501, 15.0889, -1228.66, 2137.52
0.008, 52.3607, 10.0638, -9.89802, 17.2168, -1223.01, 2127.94
0.009, 52.3502, 10.0821, -11.1146, 19.3339, -1216.6, 2117.07
0.01, 52.3385, 10.1025, -12.3241, 21.4388, -1209.46, 2104.96
0.011, 52.3256, 10.125, -13.5257, 23.5305, -1201.61, 2091.64
0.012, 52.3115, 10.1495, -14.7188, 25.6076, -1193.07, 2077.14
0.013, 52.2962, 10.1762, -15.9026, 27.6691, -1183.86, 2061.52
0.014, 52.2797, 10.2049, -17.0766, 29.714, -1174.01, 2044.82
0.015, 52.262, 10.2356, -18.2402, 31.741, -1163.55, 2027.08
0.016, 52.2432, 10.2683, -19.3927, 33.7494, -1152.52, 2008.36
0.017, 52.2232, 10.3031, -20.5336, 35.7381, -1140.94, 1988.7
0.018, 52.2021, 10.3398, -21.6625, 37.7063, -1128.83, 1968.17
0.019, 52.1799, 10.3785, -22.7787, 39.6531, -1116.24, 1946.82
0.02, 52.1566, 10.4191, -23.8819, 41.5778, -1103.2, 1924.69
0.021, 52.1321, 10.4617, -24.9717, 43.4796, -1089.74, 1901.85
0.022, 52.1066, 10.5061, -26.0475, 45.358, -1075.89, 1878.35
0.023, 52.08, 10.5524, -27.1092, 47.2122, -1061.68, 1854.25
0.024, 52.0524, 10.6005, -28.1564, 49.0418, -1047.15, 1829.59
0.025, 52.0237, 10.6505, -29.1887, 50.8463, -1032.33, 1804.45
0.026, 51.994, 10.7022, -30.206, 52.6251, -1017.25, 1778.87
0.027, 51.9633, 10.7557, -31.2079, 54.378, -1001.94, 1752.89
0.028, 51.9316, 10.811, -32.1943, 56.1046, -986.438, 1726.59
0.029, 51.8989, 10.8679, -33.1651, 57.8046, -970.765, 1700
0.03, 51.8653, 10.9266, -34.1201, 59.4778, -954.954, 1673.17
0.031, 51.8307, 10.9869, -35.0591, 61.1239, -939.031, 1646.15
0.032, 51.7952, 11.0488, -35.9821, 62.7429, -923.025, 1618.99
0.033, 51.7587, 11.1124, -36.8891, 64.3347, -906.96, 1591.73
0.034, 51.7214, 11.1775, -37.7799, 65.8991, -890.86, 1564.42
0.035, 51.6832, 11.2442, -38.6547, 67.4362, -874.751, 1537.08
0.036, 51.6441, 11.3124, -39.5133, 68.9459, -858.654, 1509.77
0.037, 51.6041, 11.382, -40.3559, 70.4284, -842.59, 1482.51
0.038, 51.5634, 11.4532, -41.1825, 71.8838, -826.578, 1455.34
0.039, 51.5218, 11.5258, -41.9931, 73.3121, -810.639, 1428.29
0.04, 51.4794, 11.5998, -42.7879, 74.7135, -794.789, 1401.4
0.041, 51.4362, 11.6752, -43.567, 76.0882, -779.044, 1374.68
0.042, 51.3922, 11.752, -44.3304, 77.4363, -763.421, 1348.17
0.043, 51.3475, 11.8301, -45.0783, 78.7582, -747.932, 1321.88
0.044, 51.3021, 11.9095, -45.8109, 80.054, -732.591, 1295.85
